0,1,2,output
113,210,142,382
210,142,382,4106
142,382,4106,181
382,4106,181,1681
4106,181,1681,7
181,1681,7,53
1681,7,53,857
7,53,857,85
53,857,85,9
857,85,9,191
85,9,191,313
9,191,313,21
191,313,21,226
313,21,226,13
21,226,13,0
226,13,0,216
13,0,216,1
0,216,1,714
216,1,714,571
1,714,571,3
714,571,3,21
571,3,21,407
3,21,407,1894
21,407,1894,24
407,1894,24,1091
1894,24,1091,181
24,1091,181,391
1091,181,391,2
181,391,2,2833
391,2,2833,11
2,2833,11,1033
2833,11,1033,20
11,1033,20,22
1033,20,22,11
20,22,11,4
22,11,4,7007
11,4,7007,20
4,7007,20,11
7007,20,11,4
20,11,4,0
11,4,0,2937
4,0,2937,4
0,2937,4,9107
2937,4,9107,14
4,9107,14,191
9107,14,191,10
14,191,10,1807
191,10,1807,24
10,1807,24,10
1807,24,10,1807
24,10,1807,3558
10,1807,3558,7
1807,3558,7,751
3558,7,751,391
7,751,391,46
751,391,46,1807
391,46,1807,1650
46,1807,1650,20
1807,1650,20,24
1650,20,24,1208
20,24,1208,0
24,1208,0,2833
1208,0,2833,3
0,2833,3,671
2833,3,671,3
3,671,3,0
671,3,0,216
3,0,216,2
0,216,2,205
216,2,205,303
2,205,303,227
205,303,227,24
303,227,24,10
227,24,10,1807
24,10,1807,3558
10,1807,3558,15
1807,3558,15,0
3558,15,0,742
15,0,742,7
0,742,7,3232
742,7,3232,5472
7,3232,5472,1
3232,5472,1,2
5472,1,2,1152
1,2,1152,1528
2,1152,1528,9
1152,1528,9,101
1528,9,101,102
9,101,102,73
101,102,73,25
102,73,25,1
73,25,1,23
25,1,23,20
1,23,20,120
23,20,120,174
20,120,174,9
120,174,9,258
174,9,258,27
9,258,27,2
258,27,2,8013
27,2,8013,14
2,8013,14,34
8013,14,34,203
14,34,203,16
34,203,16,59
203,16,59,11
16,59,11,5
59,11,5,4362
11,5,4362,175
5,4362,175,3968
4362,175,3968,7
175,3968,7,1515
3968,7,1515,20
7,1515,20,191
1515,20,191,307
20,191,307,9088
191,307,9088,150
307,9088,150,0
9088,150,0,883
150,0,883,159
0,883,159,44
883,159,44,10
159,44,10,80
44,10,80,2
10,80,2,984
80,2,984,4
2,984,4,4658
984,4,4658,18
4,4658,18,0
4658,18,0,3576
18,0,3576,4
0,3576,4,21
3576,4,21,532
4,21,532,24
21,532,24,137
532,24,137,21
24,137,21,124
137,21,124,3
21,124,3,1181
124,3,1181,68
3,1181,68,21
1181,68,21,399
68,21,399,1611
21,399,1611,197
399,1611,197,2
1611,197,2,123
197,2,123,147
2,123,147,2619
123,147,2619,2743
147,2619,2743,195
2619,2743,195,1
2743,195,1,39
195,1,39,109
1,39,109,1611
39,109,1611,197
109,1611,197,2
1611,197,2,147
197,2,147,32
2,147,32,142
147,32,142,712
32,142,712,9474
142,712,9474,1681
712,9474,1681,1
9474,1681,1,1669
1681,1,1669,16
1,1669,16,2
1669,16,2,2619
16,2,2619,2743
2,2619,2743,6
2619,2743,6,2030
2743,6,2030,225
6,2030,225,4
2030,225,4,51
225,4,51,69
4,51,69,969
51,69,969,3
69,969,3,438
969,3,438,103
3,438,103,94
438,103,94,35
103,94,35,4
94,35,4,79
35,4,79,61
4,79,61,440
79,61,440,58
61,440,58,3
440,58,3,145
58,3,145,1056
3,145,1056,55
145,1056,55,6
1056,55,6,56
55,6,56,2207
6,56,2207,40
56,2207,40,544
2207,40,544,1107
40,544,1107,35
544,1107,35,4
1107,35,4,79
35,4,79,367
4,79,367,195
79,367,195,113
367,195,113,6
195,113,6,166
113,6,166,9
6,166,9,10401
166,9,10401,358
9,10401,358,37
10401,358,37,3
358,37,3,0
37,3,0,1296
3,0,1296,6
0,1296,6,56
1296,6,56,139
6,56,139,262
56,139,262,239
139,262,239,1
262,239,1,444
239,1,444,38
1,444,38,112
444,38,112,3
38,112,3,31
112,3,31,10341
3,31,10341,1
31,10341,1,1321
10341,1,1321,1
1,1321,1,0
1321,1,0,3005
1,0,3005,77
0,3005,77,546
3005,77,546,1533
77,546,1533,283
546,1533,283,112
1533,283,112,3
283,112,3,27
112,3,27,486
3,27,486,158
27,486,158,6
486,158,6,182
158,6,182,460
6,182,460,5
182,460,5,1614
460,5,1614,73
5,1614,73,22
1614,73,22,829
73,22,829,41
22,829,41,95
829,41,95,1910
41,95,1910,449
95,1910,449,1419
1910,449,1419,1157
449,1419,1157,925
1419,1157,925,2
1157,925,2,730
925,2,730,4
2,730,4,6663
730,4,6663,4528
4,6663,4528,4613
6663,4528,4613,1
4528,4613,1,2
4613,1,2,433
1,2,433,4459
2,433,4459,8
433,4459,8,1913
4459,8,1913,1157
8,1913,1157,209
1913,1157,209,197
1157,209,197,21
209,197,21,58
197,21,58,7
21,58,7,1699
58,7,1699,4
7,1699,4,2
1699,4,2,779
4,2,779,483
2,779,483,117
779,483,117,24
483,117,24,8758
117,24,8758,21
24,8758,21,10383
8758,21,10383,38
21,10383,38,1322
10383,38,1322,1778
38,1322,1778,24
1322,1778,24,1136
1778,24,1136,9
24,1136,9,7767
1136,9,7767,81
9,7767,81,117
7767,81,117,8
81,117,8,3670
117,8,3670,776
8,3670,776,0
3670,776,0,4459
776,0,4459,254
0,4459,254,21
4459,254,21,532
254,21,532,1
21,532,1,1734
532,1,1734,5
1,1734,5,52
1734,5,52,40
5,52,40,1125
52,40,1125,6836
40,1125,6836,8
1125,6836,8,587
6836,8,587,58
8,587,58,3
587,58,3,1750
58,3,1750,12
3,1750,12,7045
1750,12,7045,67
12,7045,67,38
7045,67,38,35
67,38,35,446
38,35,446,444
35,446,444,1
446,444,1,262
444,1,262,191
1,262,191,555
262,191,555,21
191,555,21,124
555,21,124,7
21,124,7,2
124,7,2,1177
7,2,1177,4184
2,1177,4184,73
1177,4184,73,833
4184,73,833,21
73,833,21,1878
833,21,1878,52
21,1878,52,0
1878,52,0,883
52,0,883,1
0,883,1,4442
883,1,4442,3
1,4442,3,160
4442,3,160,21
3,160,21,195
160,21,195,927
21,195,927,8
195,927,8,25
927,8,25,9
8,25,9,1161
25,9,1161,3
9,1161,3,59
1161,3,59,67
3,59,67,6
59,67,6,182
67,6,182,27
6,182,27,306
182,27,306,6
27,306,6,383
306,6,383,444
6,383,444,3
383,444,3,2250
444,3,2250,11
3,2250,11,171
2250,11,171,5502
11,171,5502,47
171,5502,47,6
5502,47,6,23
47,6,23,16
6,23,16,64
23,16,64,26
16,64,26,29
64,26,29,155
26,29,155,101
29,155,101,46
155,101,46,3224
101,46,3224,27
46,3224,27,170
3224,27,170,201
27,170,201,15
170,201,15,37
201,15,37,3
15,37,3,23
37,3,23,14
3,23,14,116
23,14,116,0
14,116,0,2005
116,0,2005,15
0,2005,15,486
2005,15,486,158
15,486,158,270
486,158,270,31
158,270,31,3
270,31,3,101
31,3,101,14
3,101,14,272
101,14,272,230
14,272,230,26
272,230,26,452
230,26,452,191
26,452,191,231
452,191,231,45
191,231,45,2
231,45,2,4606
45,2,4606,1210
2,4606,1210,2172
4606,1210,2172,46
1210,2172,46,24
2172,46,24,484
46,24,484,264
24,484,264,71
484,264,71,0
264,71,0,710
71,0,710,7
0,710,7,0
710,7,0,1957
7,0,1957,1014
0,1957,1014,32
1957,1014,32,86
1014,32,86,73
32,86,73,22
86,73,22,115
73,22,115,71
22,115,71,156
115,71,156,6025
71,156,6025,6712
156,6025,6712,1
6025,6712,1,4618
6712,1,4618,568
1,4618,568,7
4618,568,7,527
568,7,527,4
7,527,4,2
527,4,2,159
4,2,159,7246
2,159,7246,3
159,7246,3,21
7246,3,21,185
3,21,185,1415
21,185,1415,73
185,1415,73,587
1415,73,587,395
73,587,395,1
587,395,1,892
395,1,892,3825
1,892,3825,13
892,3825,13,0
3825,13,0,1920
13,0,1920,0
0,1920,0,159
1920,0,159,354
0,159,354,8
159,354,8,129
354,8,129,126
8,129,126,0
129,126,0,857
126,0,857,10
0,857,10,7
857,10,7,211
10,7,211,3366
7,211,3366,67
211,3366,67,8
3366,67,8,833
67,8,833,191
8,833,191,435
833,191,435,4
191,435,4,26
435,4,26,52
4,26,52,0
26,52,0,857
52,0,857,1
0,857,1,186
857,1,186,262
1,186,262,1424
186,262,1424,17
262,1424,17,21
1424,17,21,84
17,21,84,6273
21,84,6273,73
84,6273,73,1203
6273,73,1203,81
73,1203,81,7
1203,81,7,69
81,7,69,3
7,69,3,636
69,3,636,12
3,636,12,229
636,12,229,1
12,229,1,595
229,1,595,444
1,595,444,3
595,444,3,2
444,3,2,240
3,2,240,291
2,240,291,68
240,291,68,63
291,68,63,0
68,63,0,563
63,0,563,7132
0,563,7132,20
563,7132,20,444
7132,20,444,5804
20,444,5804,73
444,5804,73,7634
5804,73,7634,18
73,7634,18,191
7634,18,191,11
18,191,11,10
191,11,10,5726
11,10,5726,14
10,5726,14,6
5726,14,6,22
14,6,22,5
6,22,5,3714
22,5,3714,6
5,3714,6,4583
3714,6,4583,42
6,4583,42,15
4583,42,15,884
42,15,884,1
15,884,1,316
884,1,316,65
1,316,65,0
316,65,0,685
65,0,685,6461
0,685,6461,357
685,6461,357,83
6461,357,83,69
357,83,69,58
83,69,58,2
69,58,2,146
58,2,146,473
2,146,473,840
146,473,840,3
473,840,3,270
840,3,270,33
3,270,33,23
270,33,23,9
33,23,9,111
23,9,111,76
9,111,76,444
111,76,444,805
76,444,805,2
444,805,2,5650
805,2,5650,38
2,5650,38,3952
5650,38,3952,6347
38,3952,6347,13
3952,6347,13,0
6347,13,0,102
13,0,102,89
0,102,89,103
102,89,103,0
89,103,0,36
103,0,36,28
0,36,28,7
36,28,7,0
28,7,0,1269
7,0,1269,14
0,1269,14,9
1269,14,9,2484
14,9,2484,3
9,2484,3,697
2484,3,697,6
3,697,6,125
697,6,125,345
6,125,345,62
125,345,62,9529
345,62,9529,39
62,9529,39,39
9529,39,39,51
39,39,51,631
39,51,631,13
51,631,13,0
631,13,0,1021
13,0,1021,30
0,1021,30,280
1021,30,280,37
30,280,37,0
280,37,0,267
37,0,267,17
0,267,17,0
267,17,0,8199
17,0,8199,161
0,8199,161,6
8199,161,6,56
161,6,56,99
6,56,99,33
56,99,33,30
99,33,30,512
33,30,512,444
30,512,444,1311
512,444,1311,6
444,1311,6,125
1311,6,125,9
6,125,9,43
125,9,43,166
9,43,166,53
43,166,53,316
166,53,316,3
53,316,3,64
316,3,64,1370
3,64,1370,38
64,1370,38,440
1370,38,440,40
38,440,40,5000
440,40,5000,9
40,5000,9,169
5000,9,169,31
9,169,31,0
169,31,0,6075
31,0,6075,3
0,6075,3,6
6075,3,6,182
3,6,182,537
6,182,537,51
182,537,51,58
537,51,58,9
51,58,9,56
58,9,56,654
9,56,654,266
56,654,266,79
654,266,79,103
266,79,103,0
79,103,0,522
103,0,522,6
0,522,6,56
522,6,56,23
6,56,23,2
56,23,2,7702
23,2,7702,1370
2,7702,1370,2479
7702,1370,2479,7
1370,2479,7,2
2479,7,2,5916
7,2,5916,9174
2,5916,9174,3
5916,9174,3,1157
9174,3,1157,57
3,1157,57,30
1157,57,30,38
57,30,38,446
30,38,446,3
38,446,3,288
446,3,288,73
3,288,73,25
288,73,25,67
73,25,67,337
25,67,337,64
67,337,64,5
337,64,5,655
64,5,655,193
5,655,193,1
655,193,1,15
193,1,15,35
1,15,35,176
15,35,176,654
35,176,654,15
176,654,15,39
654,15,39,629
15,39,629,2971
39,629,2971,48
629,2971,48,145
2971,48,145,65
48,145,65,83
145,65,83,1056
65,83,1056,4539
83,1056,4539,23
1056,4539,23,9
4539,23,9,878
23,9,878,37
9,878,37,9710
878,37,9710,16
37,9710,16,1181
9710,16,1181,14
16,1181,14,30
1181,14,30,1376
14,30,1376,1523
30,1376,1523,73
1376,1523,73,143
1523,73,143,875
73,143,875,303
143,875,303,227
875,303,227,0
303,227,0,3005
227,0,3005,4
0,3005,4,281
3005,4,281,231
4,281,231,564
281,231,564,0
231,564,0,1735
564,0,1735,89
0,1735,89,237
1735,89,237,1193
89,237,1193,1081
237,1193,1081,1
1193,1081,1,3915
1081,1,3915,1088
1,3915,1088,107
3915,1088,107,42
1088,107,42,252
107,42,252,7
42,252,7,0
252,7,0,710
7,0,710,444
0,710,444,306
710,444,306,1
444,306,1,137
306,1,137,20
1,137,20,348
137,20,348,677
20,348,677,125
348,677,125,4
677,125,4,2
125,4,2,5888
4,2,5888,1763
2,5888,1763,8
5888,1763,8,10
1763,8,10,858
8,10,858,449
10,858,449,374
858,449,374,73
449,374,73,4301
374,73,4301,26
73,4301,26,1309
4301,26,1309,7
26,1309,7,0
1309,7,0,3097
7,0,3097,17
0,3097,17,0
3097,17,0,790
17,0,790,4
0,790,4,0
790,4,0,1
4,0,1,8
0,1,8,484
1,8,484,13
8,484,13,104
484,13,104,0
13,104,0,277
104,0,277,150
0,277,150,0
277,150,0,7576
150,0,7576,1
0,7576,1,4707
7576,1,4707,3
1,4707,3,0
4707,3,0,1436
3,0,1436,218
0,1436,218,193
1436,218,193,252
218,193,252,444
193,252,444,137
252,444,137,1
444,137,1,493
137,1,493,9112
1,493,9112,182
493,9112,182,9
9112,182,9,4389
182,9,4389,3061
9,4389,3061,0
4389,3061,0,2304
3061,0,2304,2894
0,2304,2894,0
2304,2894,0,87
2894,0,87,608
0,87,608,697
87,608,697,19
608,697,19,2
697,19,2,3073
19,2,3073,60
2,3073,60,29
3073,60,29,50
60,29,50,400
29,50,400,3
50,400,3,26
400,3,26,121
3,26,121,8
26,121,8,43
121,8,43,127
8,43,127,116
43,127,116,2
127,116,2,75
116,2,75,3889
2,75,3889,1049
75,3889,1049,109
3889,1049,109,359
1049,109,359,379
109,359,379,9
359,379,9,85
379,9,85,16
9,85,16,8771
85,16,8771,0
16,8771,0,4098
8771,0,4098,4
0,4098,4,12
4098,4,12,1763
4,12,1763,29
12,1763,29,61
1763,29,61,7
29,61,7,0
61,7,0,87
7,0,87,140
0,87,140,393
87,140,393,19
140,393,19,81
393,19,81,0
19,81,0,2815
81,0,2815,190
0,2815,190,27
2815,190,27,8608
190,27,8608,32
27,8608,32,0
8608,32,0,87
32,0,87,2304
0,87,2304,2894
87,2304,2894,32
2304,2894,32,142
2894,32,142,77
32,142,77,96
142,77,96,3990
77,96,3990,9507
96,3990,9507,65
3990,9507,65,6641
9507,65,6641,43
65,6641,43,1122
6641,43,1122,5
43,1122,5,36
1122,5,36,75
5,36,75,550
36,75,550,4
75,550,4,34
550,4,34,1
4,34,1,2053
34,1,2053,27
1,2053,27,240
2053,27,240,162
27,240,162,470
240,162,470,34
162,470,34,89
470,34,89,120
34,89,120,2270
89,120,2270,325
120,2270,325,9
2270,325,9,155
325,9,155,2250
9,155,2250,34
155,2250,34,89
2250,34,89,179
34,89,179,37
89,179,37,1077
179,37,1077,51
37,1077,51,217
1077,51,217,19
51,217,19,2419
217,19,2419,6
19,2419,6,605
2419,6,605,3076
6,605,3076,3
605,3076,3,7605
3076,3,7605,5
3,7605,5,43
7605,5,43,9
5,43,9,45
43,9,45,2
9,45,2,240
45,2,240,316
2,240,316,444
240,316,444,10306
316,444,10306,8365
444,10306,8365,24
10306,8365,24,258
8365,24,258,27
24,258,27,2
258,27,2,316
27,2,316,3
2,316,3,9
316,3,9,14
3,9,14,3
9,14,3,37
14,3,37,649
3,37,649,81
37,649,81,2
649,81,2,3710
81,2,3710,77
2,3710,77,1260
3710,77,1260,762
77,1260,762,2
1260,762,2,60
762,2,60,52
2,60,52,0
60,52,0,401
52,0,401,9
0,401,9,43
401,9,43,16
9,43,16,23
43,16,23,5
16,23,5,9
23,5,9,634
5,9,634,66
9,634,66,0
634,66,0,2342
66,0,2342,3
0,2342,3,839
2342,3,839,71
3,839,71,2
839,71,2,60
71,2,60,65
2,60,65,2
60,65,2,147
65,2,147,7
2,147,7,751
147,7,751,792
7,751,792,73
751,792,73,149
792,73,149,3177
73,149,3177,52
149,3177,52,8227
3177,52,8227,84
52,8227,84,9
8227,84,9,23
84,9,23,16
9,23,16,377
23,16,377,11
16,377,11,23
377,11,23,9
11,23,9,7206
23,9,7206,444
9,7206,444,422
7206,444,422,0
444,422,0,2263
422,0,2263,15
0,2263,15,2
2263,15,2,134
15,2,134,69
2,134,69,46
134,69,46,8
69,46,8,455
46,8,455,12
8,455,12,84
455,12,84,39
12,84,39,6
84,39,6,23
39,6,23,16
6,23,16,377
23,16,377,5
16,377,5,46
377,5,46,64
5,46,64,3
46,64,3,180
64,3,180,36
3,180,36,224
180,36,224,1049
36,224,1049,182
224,1049,182,9
1049,182,9,4389
182,9,4389,1621
9,4389,1621,79
4389,1621,79,39
1621,79,39,178
79,39,178,78
39,178,78,1
178,78,1,444
78,1,444,2
1,444,2,1861
444,2,1861,9636
2,1861,9636,204
1861,9636,204,13
9636,204,13,12
204,13,12,160
13,12,160,305
12,160,305,758
160,305,758,12
305,758,12,148
758,12,148,1
12,148,1,2059
148,1,2059,2
1,2059,2,1349
2059,2,1349,13
2,1349,13,0
1349,13,0,1446
13,0,1446,2126
0,1446,2126,5
1446,2126,5,10
2126,5,10,2
5,10,2,178
10,2,178,1065
2,178,1065,1349
178,1065,1349,2
1065,1349,2,1349
1349,2,1349,15
2,1349,15,242
1349,15,242,80
15,242,80,57
242,80,57,35
80,57,35,423
57,35,423,10
35,423,10,419
423,10,419,0
10,419,0,2781
419,0,2781,4563
0,2781,4563,89
2781,4563,89,2919
4563,89,2919,0
89,2919,0,5923
2919,0,5923,3
0,5923,3,3450
5923,3,3450,3365
3,3450,3365,7484
3450,3365,7484,1703
3365,7484,1703,3143
7484,1703,3143,104
1703,3143,104,2957
3143,104,2957,617
104,2957,617,486
2957,617,486,158
617,486,158,3613
486,158,3613,1627
158,3613,1627,7
3613,1627,7,0
1627,7,0,1855
7,0,1855,147
0,1855,147,32
1855,147,32,510
147,32,510,393
32,510,393,10
510,393,10,210
393,10,210,3
10,210,3,438
210,3,438,7
3,438,7,0
438,7,0,2215
7,0,2215,401
0,2215,401,18
2215,401,18,0
401,18,0,1185
18,0,1185,8359
0,1185,8359,0
1185,8359,0,9470
8359,0,9470,5028
0,9470,5028,7101
9470,5028,7101,246
5028,7101,246,8
7101,246,8,2464
246,8,2464,2
8,2464,2,8889
2464,2,8889,3
2,8889,3,0
8889,3,0,683
3,0,683,7
0,683,7,2010
683,7,2010,4
7,2010,4,1882
2010,4,1882,14
4,1882,14,168
1882,14,168,2
14,168,2,187
168,2,187,405
2,187,405,2715
187,405,2715,20
405,2715,20,30
2715,20,30,22
20,30,22,62
30,22,62,4
22,62,4,891
62,4,891,1
4,891,1,12
891,1,12,128
1,12,128,422
12,128,422,2
128,422,2,3610
422,2,3610,4025
2,3610,4025,20
3610,4025,20,348
4025,20,348,8
20,348,8,38
348,8,38,7295
8,38,7295,2
38,7295,2,778
7295,2,778,257
2,778,257,66
778,257,66,3
257,66,3,64
66,3,64,13
3,64,13,11
64,13,11,89
13,11,89,257
11,89,257,66
89,257,66,3
257,66,3,6
66,3,6,166
3,6,166,9
6,166,9,1
166,9,1,109
9,1,109,112
1,109,112,3
109,112,3,127
112,3,127,5
3,127,5,405
127,5,405,895
5,405,895,4
405,895,4,0
895,4,0,881
4,0,881,1985
0,881,1985,26
881,1985,26,10122
1985,26,10122,83
26,10122,83,17
10122,83,17,1757
83,17,1757,83
17,1757,83,17
1757,83,17,1807
83,17,1807,355
17,1807,355,17
1807,355,17,228
355,17,228,3647
17,228,3647,120
228,3647,120,732
3647,120,732,1655
120,732,1655,382
732,1655,382,33
1655,382,33,23
382,33,23,9
33,23,9,111
23,9,111,3
9,111,3,101
111,3,101,3
3,101,3,0
101,3,0,683
3,0,683,15
0,683,15,153
683,15,153,94
15,153,94,9
153,94,9,10209
94,9,10209,101
9,10209,101,33
10209,101,33,30
101,33,30,66
33,30,66,13
30,66,13,0
66,13,0,683
13,0,683,29
0,683,29,992
683,29,992,66
29,992,66,87
992,66,87,76
66,87,76,44
87,76,44,10
76,44,10,946
44,10,946,1276
10,946,1276,32
946,1276,32,0
1276,32,0,524
32,0,524,65
0,524,65,55
524,65,55,77
65,55,77,285
55,77,285,1835
77,285,1835,72
285,1835,72,2934
1835,72,2934,7
72,2934,7,0
2934,7,0,4501
7,0,4501,4
0,4501,4,378
4501,4,378,1341
4,378,1341,30
378,1341,30,35
1341,30,35,125
30,35,125,11
35,125,11,10
125,11,10,2
11,10,2,609
10,2,609,146
2,609,146,36
609,146,36,146
146,36,146,172
36,146,172,3
146,172,3,4410
172,3,4410,153
3,4410,153,33
4410,153,33,30
153,33,30,66
33,30,66,13
30,66,13,0
66,13,0,683
13,0,683,29
0,683,29,992
683,29,992,66
29,992,66,76
992,66,76,14
66,76,14,382
76,14,382,1701
14,382,1701,243
382,1701,243,7
1701,243,7,0
243,7,0,8908
7,0,8908,15
0,8908,15,7514
8908,15,7514,8
15,7514,8,1533
7514,8,1533,17
8,1533,17,116
1533,17,116,2840
17,116,2840,2676
116,2840,2676,1
2840,2676,1,231
2676,1,231,41
1,231,41,20
231,41,20,348
41,20,348,3
20,348,3,7050
348,3,7050,0
3,7050,0,10363
7050,0,10363,9
0,10363,9,10210
10363,9,10210,59
9,10210,59,94
10210,59,94,6
59,94,6,66
94,6,66,3
6,66,3,101
66,3,101,3
3,101,3,0
101,3,0,683
3,0,683,94
0,683,94,257
683,94,257,66
94,257,66,3
257,66,3,64
66,3,64,13
3,64,13,11
64,13,11,89
13,11,89,46
11,89,46,4271
89,46,4271,166
46,4271,166,9
4271,166,9,48
166,9,48,709
9,48,709,109
48,709,109,2
709,109,2,130
109,2,130,882
2,130,882,103
130,882,103,94
882,103,94,382
103,94,382,1701
94,382,1701,539
382,1701,539,1709
1701,539,1709,36
539,1709,36,4
1709,36,4,0
36,4,0,223
4,0,223,7319
0,223,7319,7825
223,7319,7825,75
7319,7825,75,1276
7825,75,1276,10289
75,1276,10289,9
1276,10289,9,64
10289,9,64,142
9,64,142,175
64,142,175,341
142,175,341,7512
175,341,7512,28
341,7512,28,4
7512,28,4,2
28,4,2,1346
4,2,1346,115
2,1346,115,13
1346,115,13,400
115,13,400,1129
13,400,1129,382
400,1129,382,1701
1129,382,1701,830
382,1701,830,3
1701,830,3,0
830,3,0,408
3,0,408,9931
0,408,9931,378
408,9931,378,2
9931,378,2,91
378,2,91,254
2,91,254,0
91,254,0,940
254,0,940,0
0,940,0,378
940,0,378,9
0,378,9,22
378,9,22,3
9,22,3,7072
22,3,7072,405
3,7072,405,4251
7072,405,4251,1
405,4251,1,2
4251,1,2,1093
1,2,1093,1665
2,1093,1665,3
1093,1665,3,1130
1665,3,1130,0
3,1130,0,464
1130,0,464,378
0,464,378,126
464,378,126,116
378,126,116,1438
126,116,1438,1689
116,1438,1689,38
1438,1689,38,2585
1689,38,2585,48
38,2585,48,80
2585,48,80,0
48,80,0,175
80,0,175,1310
0,175,1310,30
175,1310,30,184
1310,30,184,7
30,184,7,44
184,7,44,992
7,44,992,5
44,992,5,80
992,5,80,42
5,80,42,103
80,42,103,66
42,103,66,2
103,66,2,2735
66,2,2735,65
2,2735,65,114
2735,65,114,3
65,114,3,2661
114,3,2661,65
3,2661,65,88
2661,65,88,79
65,88,79,130
88,79,130,1601
79,130,1601,30
130,1601,30,166
1601,30,166,101
30,166,101,3
166,101,3,748
101,3,748,992
3,748,992,11
748,992,11,87
992,11,87,77
11,87,77,0
87,77,0,270
77,0,270,5582
0,270,5582,133
270,5582,133,48
5582,133,48,2
133,48,2,712
48,2,712,146
2,712,146,214
712,146,214,3
146,214,3,557
214,3,557,132
3,557,132,32
557,132,32,133
132,32,133,1035
32,133,1035,3791
133,1035,3791,65
1035,3791,65,9296
3791,65,9296,1255
65,9296,1255,89
9296,1255,89,57
1255,89,57,5
89,57,5,6562
57,5,6562,155
5,6562,155,3061
6562,155,3061,66
155,3061,66,2
3061,66,2,87
66,2,87,116
2,87,116,47
87,116,47,29
116,47,29,66
47,29,66,3
29,66,3,13
66,3,13,0
3,13,0,600
13,0,600,6
0,600,6,233
600,6,233,0
6,233,0,1882
233,0,1882,3
0,1882,3,99
1882,3,99,11
3,99,11,246
99,11,246,44
11,246,44,0
246,44,0,1882
44,0,1882,4
0,1882,4,244
1882,4,244,8950
4,244,8950,1691
244,8950,1691,89
8950,1691,89,3
1691,89,3,0
89,3,0,279
3,0,279,4
0,279,4,382
279,4,382,1701
4,382,1701,1093
382,1701,1093,71
1701,1093,71,7
1093,71,7,0
71,7,0,1613
7,0,1613,793
0,1613,793,68
1613,793,68,63
793,68,63,162
68,63,162,1
63,162,1,1475
162,1,1475,15
1,1475,15,2494
1475,15,2494,4
15,2494,4,194
2494,4,194,2876
4,194,2876,103
194,2876,103,0
2876,103,0,592
103,0,592,78
0,592,78,81
592,78,81,418
78,81,418,54
81,418,54,5
418,54,5,382
54,5,382,709
5,382,709,9
382,709,9,992
709,9,992,112
9,992,112,382
992,112,382,4566
112,382,4566,84
382,4566,84,1533
4566,84,1533,5466
84,1533,5466,382
1533,5466,382,1701
5466,382,1701,380
382,1701,380,71
1701,380,71,0
380,71,0,8716
71,0,8716,17
0,8716,17,0
8716,17,0,175
17,0,175,1310
0,175,1310,57
175,1310,57,48
1310,57,48,35
57,48,35,68
48,35,68,1158
35,68,1158,1783
68,1158,1783,9248
1158,1783,9248,162
1783,9248,162,1764
9248,162,1764,15
162,1764,15,7417
1764,15,7417,14
15,7417,14,9
7417,14,9,992
14,9,992,112
9,992,112,709
992,112,709,382
112,709,382,911
709,382,911,0
382,911,0,60
911,0,60,71
0,60,71,1
60,71,1,238
71,1,238,118
1,238,118,79
238,118,79,130
118,79,130,162
79,130,162,61
130,162,61,3
162,61,3,2
61,3,2,3088
3,2,3088,470
2,3088,470,11
3088,470,11,89
470,11,89,29
11,89,29,66
89,29,66,2
29,66,2,87
66,2,87,3
2,87,3,59
87,3,59,10421
3,59,10421,13
59,10421,13,92
10421,13,92,115
13,92,115,233
92,115,233,5
115,233,5,7
233,5,7,0
5,7,0,1051
7,0,1051,1310
0,1051,1310,1147
1051,1310,1147,54
1310,1147,54,6469
1147,54,6469,349
54,6469,349,246
6469,349,246,143
349,246,143,448
246,143,448,374
143,448,374,3861
448,374,3861,79
374,3861,79,28
3861,79,28,48
79,28,48,15
28,48,15,2013
48,15,2013,2871
15,2013,2871,55
2013,2871,55,5
2871,55,5,61
55,5,61,244
5,61,244,1481
61,244,1481,13
244,1481,13,0
1481,13,0,5
13,0,5,81
0,5,81,37
5,81,37,2
81,37,2,37
37,2,37,36
2,37,36,1727
37,36,1727,8194
36,1727,8194,3
1727,8194,3,382
8194,3,382,1701
3,382,1701,8984
382,1701,8984,41
1701,8984,41,372
8984,41,372,382
41,372,382,8
372,382,8,10
382,8,10,129
8,10,129,57
10,129,57,3
129,57,3,291
57,3,291,9307
3,291,9307,0
291,9307,0,82
9307,0,82,114
0,82,114,3140
82,114,3140,0
114,3140,0,1608
3140,0,1608,32
0,1608,32,985
1608,32,985,52
32,985,52,724
985,52,724,0
52,724,0,4861
724,0,4861,5947
0,4861,5947,1
4861,5947,1,1963
5947,1,1963,1503
1,1963,1503,8312
1963,1503,8312,41
1503,8312,41,0
8312,41,0,4376
41,0,4376,1
0,4376,1,3
4376,1,3,0
1,3,0,328
3,0,328,768
0,328,768,2550
328,768,2550,6728
768,2550,6728,724
2550,6728,724,175
6728,724,175,778
724,175,778,1484
175,778,1484,7569
778,1484,7569,30
1484,7569,30,703
7569,30,703,157
30,703,157,263
703,157,263,768
157,263,768,46
263,768,46,30
768,46,30,3821
46,30,3821,28
30,3821,28,1
3821,28,1,66
28,1,66,52
1,66,52,0
66,52,0,359
52,0,359,985
0,359,985,1
359,985,1,38
985,1,38,7070
1,38,7070,58
38,7070,58,3
7070,58,3,848
58,3,848,0
3,848,0,5418
848,0,5418,848
